,,,"Labor Force Data by County, 2001 Annual Averages",,,,,
,,,,,,,,
,State,County,,,,,,
,FIPS,FIPS,,,Labor,,Une,mployed
LAUS Code,Code,Code,County Name/State Abbreviation,Year,Force,Employed,Level,Rate
,,,,,,,,
CN0100100000000,1,1,"Autauga County, AL",2001,"22,081","21,166",915,4.1
CN0100300000000,1,3,"Baldwin County, AL",2001,"69,569","66,545","3,024",4.3
CN0100500000000,1,5,"Barbour County, AL",2001,"11,324","10,468",856,7.6
CN0100700000000,1,7,"Bibb County, AL",2001,"9,134","8,513",621,6.8
CN0100900000000,1,9,"Blount County, AL",2001,"25,450","24,521",929,3.7
CN0101100000000,1,11,"Bullock County, AL",2001,"3,937","3,543",394,10
CN0101300000000,1,13,"Butler County, AL",2001,"9,060","8,372",688,7.6
CN0101500000000,1,15,"Calhoun County, AL",2001,"51,889","49,001","2,888",5.6
CN0101700000000,1,17,"Chambers County, AL",2001,"17,526","16,568",958,5.5
CN0101900000000,1,19,"Cherokee County, AL",2001,"11,406","10,881",525,4.6
CN0102100000000,1,21,"Chilton County, AL",2001,"19,580","18,631",949,4.8
CN0102300000000,1,23,"Choctaw County, AL",2001,"5,907","5,481",426,7.2
CN0102500000000,1,25,"Clarke County, AL",2001,"11,094","9,998","1,096",9.9
CN0102700000000,1,27,"Clay County, AL",2001,"6,405","6,012",393,6.1
CN0102900000000,1,29,"Cleburne County, AL",2001,"6,964","6,594",370,5.3
CN0103100000000,1,31,"Coffee County, AL",2001,"19,397","18,179","1,218",6.3
CN0103300000000,1,33,"Colbert County, AL",2001,"25,768","23,982","1,786",6.9
CN0103500000000,1,35,"Conecuh County, AL",2001,"5,307","4,916",391,7.4
CN0103700000000,1,37,"Coosa County, AL",2001,"5,333","4,969",364,6.8
CN0103900000000,1,39,"Covington County, AL",2001,"16,954","15,866","1,088",6.4
CN0104100000000,1,41,"Crenshaw County, AL",2001,"6,038","5,671",367,6.1
CN0104300000000,1,43,"Cullman County, AL",2001,"38,206","36,421","1,785",4.7
CN0104500000000,1,45,"Dale County, AL",2001,"20,248","19,112","1,136",5.6
CN0104700000000,1,47,"Dallas County, AL",2001,"17,596","15,965","1,631",9.3
CN0104900000000,1,49,"DeKalb County, AL",2001,"32,429","30,852","1,577",4.9
CN0105100000000,1,51,"Elmore County, AL",2001,"31,655","30,297","1,358",4.3
CN0105300000000,1,53,"Escambia County, AL",2001,"15,632","14,663",969,6.2
CN0105500000000,1,55,"Etowah County, AL",2001,"47,060","43,918","3,142",6.7
CN0105700000000,1,57,"Fayette County, AL",2001,"8,195","7,672",523,6.4
CN0105900000000,1,59,"Franklin County, AL",2001,"14,056","12,971","1,085",7.7
CN0106100000000,1,61,"Geneva County, AL",2001,"12,126","11,336",790,6.5
CN0106300000000,1,63,"Greene County, AL",2001,"3,516","3,262",254,7.2
CN0106500000000,1,65,"Hale County, AL",2001,"7,063","6,547",516,7.3
CN0106700000000,1,67,"Henry County, AL",2001,"7,587","7,174",413,5.4
CN0106900000000,1,69,"Houston County, AL",2001,"45,013","43,058","1,955",4.3
CN0107100000000,1,71,"Jackson County, AL",2001,"27,183","25,391","1,792",6.6
CN0107300000000,1,73,"Jefferson County, AL",2001,"327,780","313,445","14,335",4.4
CN0107500000000,1,75,"Lamar County, AL",2001,"7,267","6,676",591,8.1
CN0107700000000,1,77,"Lauderdale County, AL",2001,"43,083","40,237","2,846",6.6
CN0107900000000,1,79,"Lawrence County, AL",2001,"16,621","15,622",999,6
CN0108100000000,1,81,"Lee County, AL",2001,"58,555","56,125","2,430",4.1
CN0108300000000,1,83,"Limestone County, AL",2001,"33,450","31,976","1,474",4.4
CN0108500000000,1,85,"Lowndes County, AL",2001,"5,043","4,675",368,7.3
CN0108700000000,1,87,"Macon County, AL",2001,"8,959","8,433",526,5.9
CN0108900000000,1,89,"Madison County, AL",2001,"150,541","144,676","5,865",3.9
CN0109100000000,1,91,"Marengo County, AL",2001,"8,948","8,409",539,6
CN0109300000000,1,93,"Marion County, AL",2001,"12,997","11,855","1,142",8.8
CN0109500000000,1,95,"Marshall County, AL",2001,"40,140","37,895","2,245",5.6
CN0109700000000,1,97,"Mobile County, AL",2001,"184,868","174,354","10,514",5.7
CN0109900000000,1,99,"Monroe County, AL",2001,"9,957","9,229",728,7.3
CN0110100000000,1,101,"Montgomery County, AL",2001,"105,566","100,729","4,837",4.6
CN0110300000000,1,103,"Morgan County, AL",2001,"56,580","53,654","2,926",5.2
CN0110500000000,1,105,"Perry County, AL",2001,"3,899","3,466",433,11.1
CN0110700000000,1,107,"Pickens County, AL",2001,"8,498","7,774",724,8.5
CN0110900000000,1,109,"Pike County, AL",2001,"13,605","12,873",732,5.4
CN0111100000000,1,111,"Randolph County, AL",2001,"9,989","9,356",633,6.3
CN0111300000000,1,113,"Russell County, AL",2001,"21,589","20,384","1,205",5.6
CN0111500000000,1,115,"St. Clair County, AL",2001,"31,855","30,507","1,348",4.2
CN0111700000000,1,117,"Shelby County, AL",2001,"84,572","82,074","2,498",3
CN0111900000000,1,119,"Sumter County, AL",2001,"5,155","4,715",440,8.5
CN0112100000000,1,121,"Talladega County, AL",2001,"36,049","33,666","2,383",6.6
CN0112300000000,1,123,"Tallapoosa County, AL",2001,"19,371","18,213","1,158",6
CN0112500000000,1,125,"Tuscaloosa County, AL",2001,"81,828","78,363","3,465",4.2
CN0112700000000,1,127,"Walker County, AL",2001,"31,419","29,513","1,906",6.1
CN0112900000000,1,129,"Washington County, AL",2001,"7,489","6,812",677,9
CN0113100000000,1,131,"Wilcox County, AL",2001,"3,859","3,466",393,10.2
CN0113300000000,1,133,"Winston County, AL",2001,"10,810","9,783","1,027",9.5
CN0201300000000,2,13,"Aleutians East Borough, AK",2001,"1,011",928,83,8.2
CN0201600000000,2,16,"Aleutians West Census Area, AK",2001,"2,639","2,485",154,5.8
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2001,"142,100","135,100","7,000",4.9
CN0205000000000,2,50,"Bethel Census Area, AK",2001,"6,319","5,701",618,9.8
CN0206000000000,2,60,"Bristol Bay Borough, AK",2001,948,897,51,5.4
CN0206800000000,2,68,"Denali Borough, AK",2001,"1,450","1,357",93,6.4
CN0207000000000,2,70,"Dillingham Census Area, AK",2001,"1,914","1,761",153,8
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2001,"41,459","38,999","2,460",5.9
CN0210000000000,2,100,"Haines Borough, AK",2001,"1,249","1,127",122,9.8
CN0211000000000,2,110,"Juneau Borough/city, AK",2001,"18,007","17,169",838,4.7
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2001,"24,348","22,371","1,977",8.1
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2001,"8,141","7,601",540,6.6
CN0215000000000,2,150,"Kodiak Island Borough, AK",2001,"6,449","5,882",567,8.8
CN0215800000000,2,158,"Kusilvak Census Area, AK",2001,"2,342","1,983",359,15.3
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2001,965,905,60,6.2
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2001,"29,888","27,784","2,104",7
CN0218000000000,2,180,"Nome Census Area, AK",2001,"3,693","3,337",356,9.6
CN0218500000000,2,185,"North Slope Borough, AK",2001,"3,713","3,438",275,7.4
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2001,"3,025","2,729",296,9.8
CN0220100000000,2,201,"Prince of Wales-Outer Ketchikan Census Area, AK",2001,"2,359","2,002",357,15.1
CN0222000000000,2,220,"Sitka Borough/city, AK",2001,"4,477","4,266",211,4.7
CN0223200000000,2,232,"Skagway-Hoonah-Angoon Census Area, AK",2001,"1,840","1,626",214,11.6
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2001,"2,126","1,853",273,12.8
CN0226100000000,2,261,"Valdez-Cordova Census Area, AK",2001,"5,081","4,644",437,8.6
CN0228000000000,2,280,"Wrangell-Petersburg Census Area, AK",2001,"3,038","2,731",307,10.1
CN0228200000000,2,282,"Yakutat Borough/city, AK",2001,330,301,29,8.8
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2001,"2,742","2,445",297,10.8
CN0400100000000,4,1,"Apache County, AZ",2001,"19,240","17,428","1,812",9.4
CN0400300000000,4,3,"Cochise County, AZ",2001,"50,457","48,011","2,446",4.8
CN0400500000000,4,5,"Coconino County, AZ",2001,"63,780","60,792","2,988",4.7
CN0400700000000,4,7,"Gila County, AZ",2001,"20,473","19,288","1,185",5.8
CN0400900000000,4,9,"Graham County, AZ",2001,"11,946","11,199",747,6.3
CN0401100000000,4,11,"Greenlee County, AZ",2001,"3,832","3,558",274,7.2
CN0401200000000,4,12,"La Paz County, AZ",2001,"7,048","6,579",469,6.7
CN0401300000000,4,13,"Maricopa County, AZ",2001,"1,661,301","1,592,148","69,153",4.2
CN0401500000000,4,15,"Mohave County, AZ",2001,"73,059","69,556","3,503",4.8
CN0401700000000,4,17,"Navajo County, AZ",2001,"35,243","32,567","2,676",7.6
CN0401900000000,4,19,"Pima County, AZ",2001,"416,341","398,250","18,091",4.3
CN0402100000000,4,21,"Pinal County, AZ",2001,"72,150","68,271","3,879",5.4
CN0402300000000,4,23,"Santa Cruz County, AZ",2001,"15,061","13,745","1,316",8.7
CN0402500000000,4,25,"Yavapai County, AZ",2001,"78,358","74,881","3,477",4.4
CN0402700000000,4,27,"Yuma County, AZ",2001,"65,374","54,543","10,831",16.6
CN0500100000000,5,1,"Arkansas County, AR",2001,"10,312","9,845",467,4.5
CN0500300000000,5,3,"Ashley County, AR",2001,"10,335","9,584",751,7.3
CN0500500000000,5,5,"Baxter County, AR",2001,"16,110","15,253",857,5.3
CN0500700000000,5,7,"Benton County, AR",2001,"80,257","77,935","2,322",2.9
CN0500900000000,5,9,"Boone County, AR",2001,"16,104","15,290",814,5.1
CN0501100000000,5,11,"Bradley County, AR",2001,"5,286","4,916",370,7
CN0501300000000,5,13,"Calhoun County, AR",2001,"2,526","2,387",139,5.5
CN0501500000000,5,15,"Carroll County, AR",2001,"12,965","12,449",516,4
CN0501700000000,5,17,"Chicot County, AR",2001,"5,406","4,943",463,8.6
CN0501900000000,5,19,"Clark County, AR",2001,"11,280","10,770",510,4.5
CN0502100000000,5,21,"Clay County, AR",2001,"7,809","7,275",534,6.8
CN0502300000000,5,23,"Cleburne County, AR",2001,"10,778","10,282",496,4.6
CN0502500000000,5,25,"Cleveland County, AR",2001,"3,927","3,710",217,5.5
CN0502700000000,5,27,"Columbia County, AR",2001,"11,104","10,543",561,5.1
CN0502900000000,5,29,"Conway County, AR",2001,"9,394","8,945",449,4.8
CN0503100000000,5,31,"Craighead County, AR",2001,"42,047","40,147","1,900",4.5
CN0503300000000,5,33,"Crawford County, AR",2001,"25,009","24,002","1,007",4
CN0503500000000,5,35,"Crittenden County, AR",2001,"21,606","20,509","1,097",5.1
CN0503700000000,5,37,"Cross County, AR",2001,"8,548","8,061",487,5.7
CN0503900000000,5,39,"Dallas County, AR",2001,"3,796","3,541",255,6.7
CN0504100000000,5,41,"Desha County, AR",2001,"6,245","5,720",525,8.4
CN0504300000000,5,43,"Drew County, AR",2001,"8,475","7,768",707,8.3
CN0504500000000,5,45,"Faulkner County, AR",2001,"46,366","44,334","2,032",4.4
CN0504700000000,5,47,"Franklin County, AR",2001,"8,087","7,788",299,3.7
CN0504900000000,5,49,"Fulton County, AR",2001,"4,939","4,695",244,4.9
CN0505100000000,5,51,"Garland County, AR",2001,"38,038","36,261","1,777",4.7
CN0505300000000,5,53,"Grant County, AR",2001,"8,183","7,772",411,5
CN0505500000000,5,55,"Greene County, AR",2001,"17,507","16,311","1,196",6.8
CN0505700000000,5,57,"Hempstead County, AR",2001,"10,971","10,473",498,4.5
CN0505900000000,5,59,"Hot Spring County, AR",2001,"14,181","13,462",719,5.1
CN0506100000000,5,61,"Howard County, AR",2001,"6,444","6,113",331,5.1
CN0506300000000,5,63,"Independence County, AR",2001,"17,028","16,119",909,5.3
CN0506500000000,5,65,"Izard County, AR",2001,"5,085","4,796",289,5.7
CN0506700000000,5,67,"Jackson County, AR",2001,"7,701","7,137",564,7.3
CN0506900000000,5,69,"Jefferson County, AR",2001,"35,731","33,348","2,383",6.7
CN0507100000000,5,71,"Johnson County, AR",2001,"10,150","9,681",469,4.6
CN0507300000000,5,73,"Lafayette County, AR",2001,"3,447","3,275",172,5
CN0507500000000,5,75,"Lawrence County, AR",2001,"7,816","7,314",502,6.4
CN0507700000000,5,77,"Lee County, AR",2001,"3,822","3,482",340,8.9
CN0507900000000,5,79,"Lincoln County, AR",2001,"5,047","4,695",352,7
CN0508100000000,5,81,"Little River County, AR",2001,"6,379","6,124",255,4
CN0508300000000,5,83,"Logan County, AR",2001,"9,793","9,311",482,4.9
CN0508500000000,5,85,"Lonoke County, AR",2001,"26,696","25,701",995,3.7
CN0508700000000,5,87,"Madison County, AR",2001,"7,062","6,828",234,3.3
CN0508900000000,5,89,"Marion County, AR",2001,"6,568","6,214",354,5.4
CN0509100000000,5,91,"Miller County, AR",2001,"18,107","17,306",801,4.4
CN0509300000000,5,93,"Mississippi County, AR",2001,"22,188","19,789","2,399",10.8
CN0509500000000,5,95,"Monroe County, AR",2001,"4,016","3,770",246,6.1
CN0509700000000,5,97,"Montgomery County, AR",2001,"4,096","3,910",186,4.5
CN0509900000000,5,99,"Nevada County, AR",2001,"4,544","4,332",212,4.7
CN0510100000000,5,101,"Newton County, AR",2001,"3,645","3,453",192,5.3
CN0510300000000,5,103,"Ouachita County, AR",2001,"12,379","11,494",885,7.1
CN0510500000000,5,105,"Perry County, AR",2001,"4,805","4,554",251,5.2
CN0510700000000,5,107,"Phillips County, AR",2001,"9,443","8,733",710,7.5
CN0510900000000,5,109,"Pike County, AR",2001,"5,378","5,135",243,4.5
CN0511100000000,5,111,"Poinsett County, AR",2001,"11,381","10,578",803,7.1
CN0511300000000,5,113,"Polk County, AR",2001,"8,992","8,578",414,4.6
CN0511500000000,5,115,"Pope County, AR",2001,"26,697","25,555","1,142",4.3
CN0511700000000,5,117,"Prairie County, AR",2001,"4,382","4,187",195,4.5
CN0511900000000,5,119,"Pulaski County, AR",2001,"183,356","175,727","7,629",4.2
CN0512100000000,5,121,"Randolph County, AR",2001,"8,202","7,633",569,6.9
CN0512300000000,5,123,"St. Francis County, AR",2001,"10,780","9,966",814,7.6
CN0512500000000,5,125,"Saline County, AR",2001,"42,909","41,373","1,536",3.6
CN0512700000000,5,127,"Scott County, AR",2001,"4,806","4,613",193,4
CN0512900000000,5,129,"Searcy County, AR",2001,"3,245","3,084",161,5
CN0513100000000,5,131,"Sebastian County, AR",2001,"56,607","54,415","2,192",3.9
CN0513300000000,5,133,"Sevier County, AR",2001,"7,333","7,030",303,4.1
CN0513500000000,5,135,"Sharp County, AR",2001,"6,516","6,125",391,6
CN0513700000000,5,137,"Stone County, AR",2001,"4,497","4,252",245,5.4
CN0513900000000,5,139,"Union County, AR",2001,"20,298","19,287","1,011",5
CN0514100000000,5,141,"Van Buren County, AR",2001,"6,797","6,386",411,6
CN0514300000000,5,143,"Washington County, AR",2001,"85,287","82,757","2,530",3
CN0514500000000,5,145,"White County, AR",2001,"30,685","29,094","1,591",5.2
CN0514700000000,5,147,"Woodruff County, AR",2001,"3,868","3,625",243,6.3
CN0514900000000,5,149,"Yell County, AR",2001,"9,832","9,471",361,3.7
CN0600100000000,6,1,"Alameda County, CA",2001,"776,398","739,045","37,353",4.8
CN0600300000000,6,3,"Alpine County, CA",2001,573,531,42,7.3
CN0600500000000,6,5,"Amador County, CA",2001,"16,105","15,285",820,5.1
CN0600700000000,6,7,"Butte County, CA",2001,"94,972","88,683","6,289",6.6
CN0600900000000,6,9,"Calaveras County, CA",2001,"18,994","17,950","1,044",5.5
CN0601100000000,6,11,"Colusa County, CA",2001,"9,110","7,938","1,172",12.9
CN0601300000000,6,13,"Contra Costa County, CA",2001,"507,353","486,677","20,676",4.1
CN0601500000000,6,15,"Del Norte County, CA",2001,"10,196","9,375",821,8.1
CN0601700000000,6,17,"El Dorado County, CA",2001,"83,837","80,212","3,625",4.3
CN0601900000000,6,19,"Fresno County, CA",2001,"388,896","347,192","41,704",10.7
CN0602100000000,6,21,"Glenn County, CA",2001,"11,211","10,224",987,8.8
CN0602300000000,6,23,"Humboldt County, CA",2001,"60,287","56,654","3,633",6
CN0602500000000,6,25,"Imperial County, CA",2001,"55,481","46,598","8,883",16
CN0602700000000,6,27,"Inyo County, CA",2001,"9,012","8,601",411,4.6
CN0602900000000,6,29,"Kern County, CA",2001,"297,252","271,657","25,595",8.6
CN0603100000000,6,31,"Kings County, CA",2001,"50,116","44,732","5,384",10.7
CN0603300000000,6,33,"Lake County, CA",2001,"24,728","22,979","1,749",7.1
CN0603500000000,6,35,"Lassen County, CA",2001,"11,645","10,788",857,7.4
CN0603700000000,6,37,"Los Angeles County, CA",2001,"4,729,827","4,458,721","271,106",5.7
CN0603900000000,6,39,"Madera County, CA",2001,"53,826","48,652","5,174",9.6
CN0604100000000,6,41,"Marin County, CA",2001,"139,733","134,793","4,940",3.5
CN0604300000000,6,43,"Mariposa County, CA",2001,"8,461","7,973",488,5.8
CN0604500000000,6,45,"Mendocino County, CA",2001,"44,550","41,891","2,659",6
CN0604700000000,6,47,"Merced County, CA",2001,"91,609","82,259","9,350",10.2
CN0604900000000,6,49,"Modoc County, CA",2001,"3,899","3,627",272,7
CN0605100000000,6,51,"Mono County, CA",2001,"7,594","7,237",357,4.7
CN0605300000000,6,53,"Monterey County, CA",2001,"204,306","188,278","16,028",7.8
CN0605500000000,6,55,"Napa County, CA",2001,"70,252","67,688","2,564",3.6
CN0605700000000,6,57,"Nevada County, CA",2001,"46,820","44,754","2,066",4.4
CN0605900000000,6,59,"Orange County, CA",2001,"1,509,124","1,449,080","60,044",4
CN0606100000000,6,61,"Placer County, CA",2001,"138,727","133,127","5,600",4
CN0606300000000,6,63,"Plumas County, CA",2001,"9,932","9,175",757,7.6
CN0606500000000,6,65,"Riverside County, CA",2001,"709,270","670,047","39,223",5.5
CN0606700000000,6,67,"Sacramento County, CA",2001,"623,012","594,647","28,365",4.6
CN0606900000000,6,69,"San Benito County, CA",2001,"27,391","25,642","1,749",6.4
CN0607100000000,6,71,"San Bernardino County, CA",2001,"761,198","722,382","38,816",5.1
CN0607300000000,6,73,"San Diego County, CA",2001,"1,405,911","1,346,728","59,183",4.2
CN0607500000000,6,75,"San Francisco County/city, CA",2001,"468,227","444,257","23,970",5.1
CN0607700000000,6,77,"San Joaquin County, CA",2001,"265,617","245,660","19,957",7.5
CN0607900000000,6,79,"San Luis Obispo County, CA",2001,"125,832","120,737","5,095",4
CN0608100000000,6,81,"San Mateo County, CA",2001,"391,776","376,734","15,042",3.8
CN0608300000000,6,83,"Santa Barbara County, CA",2001,"202,492","193,513","8,979",4.4
CN0608500000000,6,85,"Santa Clara County, CA",2001,"937,026","889,216","47,810",5.1
CN0608700000000,6,87,"Santa Cruz County, CA",2001,"149,951","141,324","8,627",5.8
CN0608900000000,6,89,"Shasta County, CA",2001,"77,447","72,507","4,940",6.4
CN0609100000000,6,91,"Sierra County, CA",2001,"1,665","1,539",126,7.6
CN0609300000000,6,93,"Siskiyou County, CA",2001,"18,928","17,394","1,534",8.1
CN0609500000000,6,95,"Solano County, CA",2001,"196,649","187,540","9,109",4.6
CN0609700000000,6,97,"Sonoma County, CA",2001,"257,175","247,664","9,511",3.7
CN0609900000000,6,99,"Stanislaus County, CA",2001,"213,760","195,808","17,952",8.4
CN0610100000000,6,101,"Sutter County, CA",2001,"38,365","34,604","3,761",9.8
CN0610300000000,6,103,"Tehama County, CA",2001,"24,511","22,898","1,613",6.6
CN0610500000000,6,105,"Trinity County, CA",2001,"5,381","4,878",503,9.3
CN0610700000000,6,107,"Tulare County, CA",2001,"174,960","154,854","20,106",11.5
CN0610900000000,6,109,"Tuolumne County, CA",2001,"23,899","22,491","1,408",5.9
CN0611100000000,6,111,"Ventura County, CA",2001,"398,264","378,833","19,431",4.9
CN0611300000000,6,113,"Yolo County, CA",2001,"88,097","83,561","4,536",5.1
CN0611500000000,6,115,"Yuba County, CA",2001,"24,800","22,676","2,124",8.6
CN0800100000000,8,1,"Adams County, CO",2001,"187,740","180,168","7,572",4
CN0800300000000,8,3,"Alamosa County, CO",2001,"7,754","7,427",327,4.2
CN0800500000000,8,5,"Arapahoe County, CO",2001,"282,682","272,307","10,375",3.7
CN0800700000000,8,7,"Archuleta County, CO",2001,"5,320","5,110",210,3.9
CN0800900000000,8,9,"Baca County, CO",2001,"2,449","2,376",73,3
CN0801100000000,8,11,"Bent County, CO",2001,"2,513","2,404",109,4.3
CN0801300000000,8,13,"Boulder County, CO",2001,"162,701","156,696","6,005",3.7
CN0801400000000,8,14,"Broomfield County/city, CO",2001,"22,398","21,583",815,3.6
CN0801500000000,8,15,"Chaffee County, CO",2001,"7,522","7,222",300,4
CN0801700000000,8,17,"Cheyenne County, CO",2001,"1,284","1,254",30,2.3
CN0801900000000,8,19,"Clear Creek County, CO",2001,"5,948","5,748",200,3.4
CN0802100000000,8,21,"Conejos County, CO",2001,"3,603","3,379",224,6.2
CN0802300000000,8,23,"Costilla County, CO",2001,"1,313","1,204",109,8.3
CN0802500000000,8,25,"Crowley County, CO",2001,"1,535","1,446",89,5.8
