CN0109500000000,1,95,"Marshall County, AL",2020,"44,275","42,430","1,845",4.2
CN0109700000000,1,97,"Mobile County, AL",2020,"190,882","175,761","15,121",7.9
CN0109900000000,1,99,"Monroe County, AL",2020,"7,474","6,864",610,8.2
CN0110100000000,1,101,"Montgomery County, AL",2020,"107,103","98,735","8,368",7.8
CN0110300000000,1,103,"Morgan County, AL",2020,"58,899","56,265","2,634",4.5
CN0110500000000,1,105,"Perry County, AL",2020,"3,437","3,064",373,10.9
CN0110700000000,1,107,"Pickens County, AL",2020,"7,660","7,161",499,6.5
CN0110900000000,1,109,"Pike County, AL",2020,"15,636","14,864",772,4.9
CN0111100000000,1,111,"Randolph County, AL",2020,"9,414","8,967",447,4.7
CN0111300000000,1,113,"Russell County, AL",2020,"23,500","22,290","1,210",5.1
CN0111500000000,1,115,"St. Clair County, AL",2020,"40,132","38,146","1,986",4.9
CN0111700000000,1,117,"Shelby County, AL",2020,"114,048","109,646","4,402",3.9
CN0111900000000,1,119,"Sumter County, AL",2020,"4,745","4,414",331,7
CN0112100000000,1,121,"Talladega County, AL",2020,"36,123","33,591","2,532",7
CN0112300000000,1,123,"Tallapoosa County, AL",2020,"17,864","16,625","1,239",6.9
CN0112500000000,1,125,"Tuscaloosa County, AL",2020,"102,222","95,473","6,749",6.6
CN0112700000000,1,127,"Walker County, AL",2020,"24,877","23,431","1,446",5.8
CN0112900000000,1,129,"Washington County, AL",2020,"6,729","6,190",539,8
CN0113100000000,1,131,"Wilcox County, AL",2020,"2,871","2,448",423,14.7
CN0113300000000,1,133,"Winston County, AL",2020,"10,017","9,542",475,4.7
CN0201300000000,2,13,"Aleutians East Borough, AK",2020,"2,523","2,423",100,4
CN0201600000000,2,16,"Aleutians West Census Area, AK",2020,"3,732","3,563",169,4.5
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2020,"148,392","137,421","10,971",7.4
CN0205000000000,2,50,"Bethel Census Area, AK",2020,"6,963","6,158",805,11.6
CN0206000000000,2,60,"Bristol Bay Borough, AK",2020,417,386,31,7.4
CN0206800000000,2,68,"Denali Borough, AK",2020,680,573,107,15.7
CN0207000000000,2,70,"Dillingham Census Area, AK",2020,"1,742","1,599",143,8.2
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2020,"44,679","41,838","2,841",6.4
CN0210000000000,2,100,"Haines Borough, AK",2020,"1,018",859,159,15.6
CN0210500000000,2,105,"Hoonah-Angoon Census Area, AK",2020,"1,050",908,142,13.5
CN0211000000000,2,110,"Juneau Borough/city, AK",2020,"16,374","15,293","1,081",6.6
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2020,"26,341","23,948","2,393",9.1
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2020,"6,520","5,893",627,9.6
CN0215000000000,2,150,"Kodiak Island Borough, AK",2020,"6,090","5,710",380,6.2
CN0215800000000,2,158,"Kusilvak Census Area, AK",2020,"2,299","1,854",445,19.4
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2020,689,624,65,9.4
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2020,"47,848","43,858","3,990",8.3
CN0218000000000,2,180,"Nome Census Area, AK",2020,"3,927","3,516",411,10.5
CN0218500000000,2,185,"North Slope Borough, AK",2020,"3,200","3,011",189,5.9
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2020,"2,942","2,590",352,12
CN0219500000000,2,195,"Petersburg Borough, AK",2020,"1,415","1,292",123,8.7
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2020,"2,828","2,568",260,9.2
CN0222000000000,2,220,"Sitka Borough/city, AK",2020,"4,132","3,847",285,6.9
CN0223000000000,2,230,"Skagway Municipality, AK",2020,606,476,130,21.5
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2020,"2,934","2,717",217,7.4
CN0226100000000,2,261,"Valdez-Cordova Census Area, AK",2020,"4,522","4,127",395,8.7
CN0227500000000,2,275,"Wrangell Borough/city, AK",2020,984,901,83,8.4
CN0228200000000,2,282,"Yakutat Borough/city, AK",2020,260,238,22,8.5
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2020,"2,308","2,028",280,12.1
CN0400100000000,4,1,"Apache County, AZ",2020,"20,195","17,614","2,581",12.8
CN0400300000000,4,3,"Cochise County, AZ",2020,"51,995","48,368","3,627",7
CN0400500000000,4,5,"Coconino County, AZ",2020,"75,280","67,985","7,295",9.7
CN0400700000000,4,7,"Gila County, AZ",2020,"21,008","19,387","1,621",7.7
CN0400900000000,4,9,"Graham County, AZ",2020,"15,919","14,911","1,008",6.3
CN0401100000000,4,11,"Greenlee County, AZ",2020,"4,454","4,210",244,5.5
CN0401200000000,4,12,"La Paz County, AZ",2020,"8,979","8,343",636,7.1
CN0401300000000,4,13,"Maricopa County, AZ",2020,"2,331,628","2,159,267","172,361",7.4
CN0401500000000,4,15,"Mohave County, AZ",2020,"88,743","79,889","8,854",10
CN0401700000000,4,17,"Navajo County, AZ",2020,"40,419","36,322","4,097",10.1
CN0401900000000,4,19,"Pima County, AZ",2020,"495,991","457,683","38,308",7.7
CN0402100000000,4,21,"Pinal County, AZ",2020,"191,074","176,674","14,400",7.5
CN0402300000000,4,23,"Santa Cruz County, AZ",2020,"19,429","17,209","2,220",11.4
CN0402500000000,4,25,"Yavapai County, AZ",2020,"106,985","98,978","8,007",7.5
CN0402700000000,4,27,"Yuma County, AZ",2020,"98,120","81,310","16,810",17.1
CN0500100000000,5,1,"Arkansas County, AR",2020,"9,422","9,044",378,4
CN0500300000000,5,3,"Ashley County, AR",2020,"7,186","6,518",668,9.3
CN0500500000000,5,5,"Baxter County, AR",2020,"16,528","15,547",981,5.9
CN0500700000000,5,7,"Benton County, AR",2020,"140,015","133,784","6,231",4.5
CN0500900000000,5,9,"Boone County, AR",2020,"15,764","14,934",830,5.3
CN0501100000000,5,11,"Bradley County, AR",2020,"4,386","4,130",256,5.8
CN0501300000000,5,13,"Calhoun County, AR",2020,"2,426","2,301",125,5.2
CN0501500000000,5,15,"Carroll County, AR",2020,"12,709","11,989",720,5.7
CN0501700000000,5,17,"Chicot County, AR",2020,"3,250","2,914",336,10.3
CN0501900000000,5,19,"Clark County, AR",2020,"9,314","8,765",549,5.9
CN0502100000000,5,21,"Clay County, AR",2020,"5,519","5,186",333,6
CN0502300000000,5,23,"Cleburne County, AR",2020,"9,157","8,460",697,7.6
CN0502500000000,5,25,"Cleveland County, AR",2020,"3,203","3,008",195,6.1
CN0502700000000,5,27,"Columbia County, AR",2020,"9,053","8,433",620,6.8
CN0502900000000,5,29,"Conway County, AR",2020,"8,392","7,888",504,6
CN0503100000000,5,31,"Craighead County, AR",2020,"55,775","52,803","2,972",5.3
CN0503300000000,5,33,"Crawford County, AR",2020,"26,436","24,998","1,438",5.4
CN0503500000000,5,35,"Crittenden County, AR",2020,"21,209","19,459","1,750",8.3
CN0503700000000,5,37,"Cross County, AR",2020,"7,291","6,847",444,6.1
CN0503900000000,5,39,"Dallas County, AR",2020,"2,832","2,681",151,5.3
CN0504100000000,5,41,"Desha County, AR",2020,"5,321","4,948",373,7
CN0504300000000,5,43,"Drew County, AR",2020,"7,730","7,196",534,6.9
CN0504500000000,5,45,"Faulkner County, AR",2020,"61,682","58,321","3,361",5.4
CN0504700000000,5,47,"Franklin County, AR",2020,"7,478","7,059",419,5.6
CN0504900000000,5,49,"Fulton County, AR",2020,"4,924","4,671",253,5.1
CN0505100000000,5,51,"Garland County, AR",2020,"41,347","38,052","3,295",8
CN0505300000000,5,53,"Grant County, AR",2020,"8,222","7,796",426,5.2
CN0505500000000,5,55,"Greene County, AR",2020,"19,450","18,292","1,158",6
CN0505700000000,5,57,"Hempstead County, AR",2020,"9,593","9,094",499,5.2
CN0505900000000,5,59,"Hot Spring County, AR",2020,"14,100","13,285",815,5.8
CN0506100000000,5,61,"Howard County, AR",2020,"5,533","5,257",276,5
CN0506300000000,5,63,"Independence County, AR",2020,"16,670","15,711",959,5.8
CN0506500000000,5,65,"Izard County, AR",2020,"4,640","4,249",391,8.4
CN0506700000000,5,67,"Jackson County, AR",2020,"5,863","5,444",419,7.1
CN0506900000000,5,69,"Jefferson County, AR",2020,"27,398","25,194","2,204",8
CN0507100000000,5,71,"Johnson County, AR",2020,"10,120","9,482",638,6.3
CN0507300000000,5,73,"Lafayette County, AR",2020,"2,421","2,236",185,7.6
CN0507500000000,5,75,"Lawrence County, AR",2020,"6,786","6,369",417,6.1
CN0507700000000,5,77,"Lee County, AR",2020,"2,805","2,595",210,7.5
CN0507900000000,5,79,"Lincoln County, AR",2020,"3,834","3,605",229,6
CN0508100000000,5,81,"Little River County, AR",2020,"5,385","5,038",347,6.4
CN0508300000000,5,83,"Logan County, AR",2020,"8,656","8,081",575,6.6
CN0508500000000,5,85,"Lonoke County, AR",2020,"33,550","31,692","1,858",5.5
CN0508700000000,5,87,"Madison County, AR",2020,"7,413","7,126",287,3.9
CN0508900000000,5,89,"Marion County, AR",2020,"6,251","5,848",403,6.4
CN0509100000000,5,91,"Miller County, AR",2020,"19,379","18,047","1,332",6.9
CN0509300000000,5,93,"Mississippi County, AR",2020,"17,264","15,705","1,559",9
CN0509500000000,5,95,"Monroe County, AR",2020,"2,721","2,539",182,6.7
CN0509700000000,5,97,"Montgomery County, AR",2020,"2,981","2,778",203,6.8
CN0509900000000,5,99,"Nevada County, AR",2020,"3,550","3,342",208,5.9
CN0510100000000,5,101,"Newton County, AR",2020,"3,246","3,084",162,5
CN0510300000000,5,103,"Ouachita County, AR",2020,"9,821","9,229",592,6
CN0510500000000,5,105,"Perry County, AR",2020,"4,188","3,956",232,5.5
CN0510700000000,5,107,"Phillips County, AR",2020,"6,402","5,822",580,9.1
CN0510900000000,5,109,"Pike County, AR",2020,"4,272","4,020",252,5.9
CN0511100000000,5,111,"Poinsett County, AR",2020,"9,919","9,374",545,5.5
CN0511300000000,5,113,"Polk County, AR",2020,"8,013","7,482",531,6.6
CN0511500000000,5,115,"Pope County, AR",2020,"27,775","26,138","1,637",5.9
CN0511700000000,5,117,"Prairie County, AR",2020,"3,608","3,415",193,5.3
CN0511900000000,5,119,"Pulaski County, AR",2020,"188,928","174,884","14,044",7.4
CN0512100000000,5,121,"Randolph County, AR",2020,"7,444","7,005",439,5.9
CN0512300000000,5,123,"St. Francis County, AR",2020,"8,028","7,394",634,7.9
CN0512500000000,5,125,"Saline County, AR",2020,"58,181","55,241","2,940",5.1
CN0512700000000,5,127,"Scott County, AR",2020,"4,354","4,159",195,4.5
CN0512900000000,5,129,"Searcy County, AR",2020,"2,885","2,701",184,6.4
CN0513100000000,5,131,"Sebastian County, AR",2020,"56,158","52,803","3,355",6
CN0513300000000,5,133,"Sevier County, AR",2020,"5,524","5,202",322,5.8
CN0513500000000,5,135,"Sharp County, AR",2020,"5,717","5,309",408,7.1
CN0513700000000,5,137,"Stone County, AR",2020,"4,618","4,290",328,7.1
CN0513900000000,5,139,"Union County, AR",2020,"15,622","14,325","1,297",8.3
CN0514100000000,5,141,"Van Buren County, AR",2020,"5,758","5,349",409,7.1
CN0514300000000,5,143,"Washington County, AR",2020,"126,141","120,346","5,795",4.6
CN0514500000000,5,145,"White County, AR",2020,"33,972","31,855","2,117",6.2
CN0514700000000,5,147,"Woodruff County, AR",2020,"2,794","2,631",163,5.8
CN0514900000000,5,149,"Yell County, AR",2020,"7,997","7,592",405,5.1
CN0600100000000,6,1,"Alameda County, CA",2020,"813,807","742,411","71,396",8.8
CN0600300000000,6,3,"Alpine County, CA",2020,517,459,58,11.2
CN0600500000000,6,5,"Amador County, CA",2020,"14,424","13,107","1,317",9.1
CN0600700000000,6,7,"Butte County, CA",2020,"92,604","84,095","8,509",9.2
CN0600900000000,6,9,"Calaveras County, CA",2020,"21,207","19,588","1,619",7.6
CN0601100000000,6,11,"Colusa County, CA",2020,"10,499","8,824","1,675",16
CN0601300000000,6,13,"Contra Costa County, CA",2020,"541,256","493,236","48,020",8.9
CN0601500000000,6,15,"Del Norte County, CA",2020,"9,350","8,466",884,9.5
CN0601700000000,6,17,"El Dorado County, CA",2020,"90,752","83,262","7,490",8.3
CN0601900000000,6,19,"Fresno County, CA",2020,"445,518","395,258","50,260",11.3
CN0602100000000,6,21,"Glenn County, CA",2020,"12,568","11,455","1,113",8.9
CN0602300000000,6,23,"Humboldt County, CA",2020,"59,411","54,446","4,965",8.4
CN0602500000000,6,25,"Imperial County, CA",2020,"69,602","53,949","15,653",22.5
CN0602700000000,6,27,"Inyo County, CA",2020,"8,305","7,658",647,7.8
CN0602900000000,6,29,"Kern County, CA",2020,"383,769","335,707","48,062",12.5
CN0603100000000,6,31,"Kings County, CA",2020,"56,416","49,883","6,533",11.6
CN0603300000000,6,33,"Lake County, CA",2020,"28,267","25,567","2,700",9.6
CN0603500000000,6,35,"Lassen County, CA",2020,"9,461","8,785",676,7.1
CN0603700000000,6,37,"Los Angeles County, CA",2020,"4,968,912","4,355,926","612,986",12.3
CN0603900000000,6,39,"Madera County, CA",2020,"61,738","55,089","6,649",10.8
CN0604100000000,6,41,"Marin County, CA",2020,"130,138","121,476","8,662",6.7
CN0604300000000,6,43,"Mariposa County, CA",2020,"7,162","6,381",781,10.9
CN0604500000000,6,45,"Mendocino County, CA",2020,"37,015","33,723","3,292",8.9
CN0604700000000,6,47,"Merced County, CA",2020,"114,736","100,755","13,981",12.2
CN0604900000000,6,49,"Modoc County, CA",2020,"3,170","2,900",270,8.5
CN0605100000000,6,51,"Mono County, CA",2020,"7,846","6,917",929,11.8
CN0605300000000,6,53,"Monterey County, CA",2020,"213,471","190,389","23,082",10.8
CN0605500000000,6,55,"Napa County, CA",2020,"68,867","62,853","6,014",8.7
CN0605700000000,6,57,"Nevada County, CA",2020,"46,489","42,787","3,702",8
CN0605900000000,6,59,"Orange County, CA",2020,"1,553,301","1,416,738","136,563",8.8
CN0606100000000,6,61,"Placer County, CA",2020,"184,892","171,319","13,573",7.3
CN0606300000000,6,63,"Plumas County, CA",2020,"7,559","6,753",806,10.7
CN0606500000000,6,65,"Riverside County, CA",2020,"1,107,723","997,725","109,998",9.9
CN0606700000000,6,67,"Sacramento County, CA",2020,"707,182","641,624","65,558",9.3
CN0606900000000,6,69,"San Benito County, CA",2020,"31,528","28,409","3,119",9.9
CN0607100000000,6,71,"San Bernardino County, CA",2020,"966,206","874,911","91,295",9.4
CN0607300000000,6,73,"San Diego County, CA",2020,"1,538,361","1,396,547","141,814",9.2
CN0607500000000,6,75,"San Francisco County/city, CA",2020,"556,056","512,531","43,525",7.8
CN0607700000000,6,77,"San Joaquin County, CA",2020,"331,828","294,454","37,374",11.3
CN0607900000000,6,79,"San Luis Obispo County, CA",2020,"132,690","122,495","10,195",7.7
CN0608100000000,6,81,"San Mateo County, CA",2020,"433,876","404,128","29,748",6.9
CN0608300000000,6,83,"Santa Barbara County, CA",2020,"217,510","200,175","17,335",8
CN0608500000000,6,85,"Santa Clara County, CA",2020,"1,020,693","949,353","71,340",7
CN0608700000000,6,87,"Santa Cruz County, CA",2020,"133,646","120,932","12,714",9.5
CN0608900000000,6,89,"Shasta County, CA",2020,"72,827","66,484","6,343",8.7
CN0609100000000,6,91,"Sierra County, CA",2020,"1,282","1,179",103,8
CN0609300000000,6,93,"Siskiyou County, CA",2020,"16,923","15,286","1,637",9.7
CN0609500000000,6,95,"Solano County, CA",2020,"202,812","183,607","19,205",9.5
CN0609700000000,6,97,"Sonoma County, CA",2020,"245,091","225,791","19,300",7.9
CN0609900000000,6,99,"Stanislaus County, CA",2020,"240,641","214,885","25,756",10.7
CN0610100000000,6,101,"Sutter County, CA",2020,"45,467","40,472","4,995",11
CN0610300000000,6,103,"Tehama County, CA",2020,"25,579","23,317","2,262",8.8
CN0610500000000,6,105,"Trinity County, CA",2020,"4,515","4,155",360,8
CN0610700000000,6,107,"Tulare County, CA",2020,"199,151","172,852","26,299",13.2
CN0610900000000,6,109,"Tuolumne County, CA",2020,"20,038","17,954","2,084",10.4
CN0611100000000,6,111,"Ventura County, CA",2020,"408,867","373,903","34,964",8.6
CN0611300000000,6,113,"Yolo County, CA",2020,"105,026","97,111","7,915",7.5
CN0611500000000,6,115,"Yuba County, CA",2020,"30,042","26,879","3,163",10.5
CN0800100000000,8,1,"Adams County, CO",2020,"274,498","252,469","22,029",8
CN0800300000000,8,3,"Alamosa County, CO",2020,"8,403","7,868",535,6.4
CN0800500000000,8,5,"Arapahoe County, CO",2020,"366,768","337,943","28,825",7.9
CN0800700000000,8,7,"Archuleta County, CO",2020,"7,123","6,585",538,7.6
CN0800900000000,8,9,"Baca County, CO",2020,"2,132","2,082",50,2.3
CN0801100000000,8,11,"Bent County, CO",2020,"1,828","1,748",80,4.4
CN0801300000000,8,13,"Boulder County, CO",2020,"192,879","180,992","11,887",6.2
CN0801400000000,8,14,"Broomfield County/city, CO",2020,"40,226","37,556","2,670",6.6
CN0801500000000,8,15,"Chaffee County, CO",2020,"9,741","9,126",615,6.3
CN0801700000000,8,17,"Cheyenne County, CO",2020,"1,103","1,076",27,2.4
CN0801900000000,8,19,"Clear Creek County, CO",2020,"6,151","5,628",523,8.5
CN0802100000000,8,21,"Conejos County, CO",2020,"4,071","3,844",227,5.6
CN0802300000000,8,23,"Costilla County, CO",2020,"1,823","1,691",132,7.2
CN0802500000000,8,25,"Crowley County, CO",2020,"1,528","1,445",83,5.4
CN0802700000000,8,27,"Custer County, CO",2020,"2,087","1,982",105,5
CN0802900000000,8,29,"Delta County, CO",2020,"14,340","13,400",940,6.6
CN0803100000000,8,31,"Denver County/city, CO",2020,"423,824","388,924","34,900",8.2
CN0803300000000,8,33,"Dolores County, CO",2020,"1,137","1,059",78,6.9
CN0803500000000,8,35,"Douglas County, CO",2020,"194,649","183,412","11,237",5.8
CN0803700000000,8,37,"Eagle County, CO",2020,"35,708","32,319","3,389",9.5
CN0803900000000,8,39,"Elbert County, CO",2020,"14,961","14,264",697,4.7
CN0804100000000,8,41,"El Paso County, CO",2020,"344,120","319,084","25,036",7.3
CN0804300000000,8,43,"Fremont County, CO",2020,"15,393","14,203","1,190",7.7
CN0804500000000,8,45,"Garfield County, CO",2020,"31,762","29,606","2,156",6.8
CN0804700000000,8,47,"Gilpin County, CO",2020,"4,016","3,562",454,11.3
CN0804900000000,8,49,"Grand County, CO",2020,"9,364","8,576",788,8.4
CN0805100000000,8,51,"Gunnison County, CO",2020,"11,347","10,596",751,6.6
CN0805300000000,8,53,"Hinsdale County, CO",2020,426,408,18,4.2
CN0805500000000,8,55,"Huerfano County, CO",2020,"2,644","2,395",249,9.4
CN0805700000000,8,57,"Jackson County, CO",2020,940,900,40,4.3
CN0805900000000,8,59,"Jefferson County, CO",2020,"333,682","310,057","23,625",7.1
CN0806100000000,8,61,"Kiowa County, CO",2020,956,934,22,2.3
CN0806300000000,8,63,"Kit Carson County, CO",2020,"4,249","4,130",119,2.8
CN0806500000000,8,65,"Lake County, CO",2020,"4,853","4,454",399,8.2
CN0806700000000,8,67,"La Plata County, CO",2020,"31,366","29,219","2,147",6.8
CN0806900000000,8,69,"Larimer County, CO",2020,"203,683","190,842","12,841",6.3
CN0807100000000,8,71,"Las Animas County, CO",2020,"6,497","6,014",483,7.4
CN0807300000000,8,73,"Lincoln County, CO",2020,"2,375","2,269",106,4.5
CN0807500000000,8,75,"Logan County, CO",2020,"11,017","10,495",522,4.7
CN0807700000000,8,77,"Mesa County, CO",2020,"75,551","69,917","5,634",7.5
CN0807900000000,8,79,"Mineral County, CO",2020,469,442,27,5.8
CN0808100000000,8,81,"Moffat County, CO",2020,"7,285","6,849",436,6
CN0808300000000,8,83,"Montezuma County, CO",2020,"12,703","11,795",908,7.1
CN0808500000000,8,85,"Montrose County, CO",2020,"21,639","20,208","1,431",6.6
CN0808700000000,8,87,"Morgan County, CO",2020,"16,125","15,254",871,5.4
CN0808900000000,8,89,"Otero County, CO",2020,"8,228","7,720",508,6.2
CN0809100000000,8,91,"Ouray County, CO",2020,"2,493","2,292",201,8.1
CN0809300000000,8,93,"Park County, CO",2020,"11,114","10,480",634,5.7
CN0809500000000,8,95,"Phillips County, CO",2020,"2,467","2,401",66,2.7
CN0809700000000,8,97,"Pitkin County, CO",2020,"11,253","10,077","1,176",10.5
CN0809900000000,8,99,"Prowers County, CO",2020,"6,213","5,937",276,4.4
CN0810100000000,8,101,"Pueblo County, CO",2020,"77,355","71,037","6,318",8.2
CN0810300000000,8,103,"Rio Blanco County, CO",2020,"2,949","2,789",160,5.4
CN0810500000000,8,105,"Rio Grande County, CO",2020,"5,453","5,068",385,7.1
CN0810700000000,8,107,"Routt County, CO",2020,"16,206","14,929","1,277",7.9
CN0810900000000,8,109,"Saguache County, CO",2020,"3,438","3,196",242,7
CN0811100000000,8,111,"San Juan County, CO",2020,509,475,34,6.7
CN0811300000000,8,113,"San Miguel County, CO",2020,"5,410","4,818",592,10.9
CN0811500000000,8,115,"Sedgwick County, CO",2020,"1,166","1,126",40,3.4
CN0811700000000,8,117,"Summit County, CO",2020,"22,402","20,204","2,198",9.8
CN0811900000000,8,119,"Teller County, CO",2020,"12,984","12,016",968,7.5
CN0812100000000,8,121,"Washington County, CO",2020,"2,895","2,804",91,3.1
CN0812300000000,8,123,"Weld County, CO",2020,"166,666","155,042","11,624",7
CN0812500000000,8,125,"Yuma County, CO",2020,"5,604","5,445",159,2.8
CN0900100000000,9,1,"Fairfield County, CT",2020,"466,208","429,164","37,044",7.9
CN0900300000000,9,3,"Hartford County, CT",2020,"476,115","437,433","38,682",8.1
CN0900500000000,9,5,"Litchfield County, CT",2020,"102,109","95,102","7,007",6.9
CN0900700000000,9,7,"Middlesex County, CT",2020,"92,221","86,211","6,010",6.5
CN0900900000000,9,9,"New Haven County, CT",2020,"457,171","420,669","36,502",8
CN0901100000000,9,11,"New London County, CT",2020,"131,992","119,313","12,679",9.6
CN0901300000000,9,13,"Tolland County, CT",2020,"84,598","79,362","5,236",6.2
CN0901500000000,9,15,"Windham County, CT",2020,"62,218","57,369","4,849",7.8
CN1000100000000,10,1,"Kent County, DE",2020,"79,715","72,843","6,872",8.6
CN1000300000000,10,3,"New Castle County, DE",2020,"298,640","275,601","23,039",7.7
CN1000500000000,10,5,"Sussex County, DE",2020,"106,004","98,014","7,990",7.5
CN1100100000000,11,1,District of Columbia,2020,"389,384","358,370","31,014",8
CN1200100000000,12,1,"Alachua County, FL",2020,"134,931","127,696","7,235",5.4
CN1200300000000,12,3,"Baker County, FL",2020,"11,759","11,179",580,4.9
CN1200500000000,12,5,"Bay County, FL",2020,"82,763","77,746","5,017",6.1
CN1200700000000,12,7,"Bradford County, FL",2020,"10,791","10,150",641,5.9
CN1200900000000,12,9,"Brevard County, FL",2020,"281,591","262,867","18,724",6.6
CN1201100000000,12,11,"Broward County, FL",2020,"1,020,586","930,297","90,289",8.8
CN1201300000000,12,13,"Calhoun County, FL",2020,"4,754","4,508",246,5.2
CN1201500000000,12,15,"Charlotte County, FL",2020,"71,182","65,968","5,214",7.3
CN1201700000000,12,17,"Citrus County, FL",2020,"46,500","42,582","3,918",8.4
CN1201900000000,12,19,"Clay County, FL",2020,"105,658","100,004","5,654",5.4
CN1202100000000,12,21,"Collier County, FL",2020,"177,497","165,287","12,210",6.9
CN1202300000000,12,23,"Columbia County, FL",2020,"29,566","27,840","1,726",5.8
CN1202700000000,12,27,"DeSoto County, FL",2020,"14,356","13,615",741,5.2
CN1202900000000,12,29,"Dixie County, FL",2020,"5,886","5,565",321,5.5
CN1203100000000,12,31,"Duval County, FL",2020,"485,114","452,481","32,633",6.7
CN1203300000000,12,33,"Escambia County, FL",2020,"144,779","135,108","9,671",6.7
