SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,08,001,Colorado,Adams County,1,0,6120,3165,2955,2766,2578,134,122,41,38,110,97,6,6,108,114,1852,1712,1555,1427,107,99,15,13,101,92,1,4,73,77,1313,1243,1211,1151,27,23,26,25,9,5,5,2,35,37
050,08,001,Colorado,Adams County,1,1,22899,11829,11070,10317,9633,490,453,164,158,408,415,36,15,414,396,7071,6658,5893,5525,408,386,62,61,389,394,19,5,300,287,4758,4412,4424,4108,82,67,102,97,19,21,17,10,114,109
050,08,001,Colorado,Adams County,1,2,28320,14341,13979,12454,12198,640,624,229,220,539,470,26,31,453,436,9045,8802,7562,7389,526,541,101,98,506,440,16,17,334,317,5296,5177,4892,4809,114,83,128,122,33,30,10,14,119,119
050,08,001,Colorado,Adams County,1,3,26333,13400,12933,11724,11308,616,566,232,217,469,480,32,18,327,344,8782,8479,7402,7161,553,500,113,88,447,461,19,14,248,255,4618,4454,4322,4147,63,66,119,129,22,19,13,4,79,89
050,08,001,Colorado,Adams County,1,4,25303,13211,12092,11772,10728,440,436,200,194,490,439,21,19,288,276,8187,7915,7018,6796,386,387,84,77,471,426,9,11,219,218,5024,4177,4754,3932,54,49,116,117,19,13,12,8,69,58
050,08,001,Colorado,Adams County,1,5,26370,13914,12456,12520,11198,427,383,236,205,459,442,23,16,249,212,7810,7951,6690,6935,374,327,107,97,434,418,15,10,190,164,6104,4505,5830,4263,53,56,129,108,25,24,8,6,59,48
050,08,001,Colorado,Adams County,1,6,29691,15647,14044,14106,12602,498,431,260,211,530,571,29,30,224,199,9703,9407,8443,8212,441,365,112,99,510,548,23,22,174,161,5944,4637,5663,4390,57,66,148,112,20,23,6,8,50,38
050,08,001,Colorado,Adams County,1,7,29241,15321,13920,13801,12546,514,453,224,200,551,522,38,21,193,178,10450,9857,9168,8714,467,400,102,99,540,494,27,11,146,139,4871,4063,4633,3832,47,53,122,101,11,28,11,10,47,39
050,08,001,Colorado,Adams County,1,8,30121,15673,14448,14239,13059,513,478,228,238,510,455,23,29,160,189,11529,10956,10312,9777,478,438,108,127,488,442,14,19,129,153,4144,3492,3927,3282,35,40,120,111,22,13,9,10,31,36
050,08,001,Colorado,Adams County,1,9,27947,14417,13530,13145,12273,543,449,193,211,363,413,22,10,151,174,11207,10613,10094,9533,521,414,99,115,350,401,15,9,128,141,3210,2917,3051,2740,22,35,94,96,13,12,7,1,23,33
